,doc,entity,position,type
141,19960916_55354.txt,africa,7;,LOCATION
142,19960916_55373.txt,africa,7;1451;2368;,LOCATION
143,19960916_55393.txt,africa,7;,LOCATION
144,19960916_55788.txt,africa,1151;,LOCATION
145,19960916_57059.txt,africa,197;364;919;1631;1849;1891;,LOCATION
146,19960917_57676.txt,africa,7;1159;1678;1873;2063;2196;2344;2833;4717;,LOCATION
147,19960917_57931.txt,africa,7;3300;,LOCATION
148,19960917_59726.txt,africa,2246;,LOCATION
149,19960918_60942.txt,africa,7;,LOCATION
150,19960918_60981.txt,africa,7;,LOCATION
151,19960918_61416.txt,africa,1626;,LOCATION
152,19960918_61777.txt,africa,164;543;,LOCATION
153,19960919_63558.txt,africa,7;36;363;473;1232;,LOCATION
154,19960919_63734.txt,africa,761;,LOCATION
155,19960919_63755.txt,africa,7;,LOCATION
156,19960919_63756.txt,africa,7;148;1092;,LOCATION
157,19960919_63776.txt,africa,7;,LOCATION
158,19960919_63795.txt,africa,7;375;,LOCATION
159,19960919_64508.txt,africa,1594;,LOCATION
160,19960920_66544.txt,africa,7;498;531;933;1000;1168;1881;,LOCATION
161,19960920_66723.txt,africa,7;,LOCATION
162,19960920_67281.txt,africa,969;,LOCATION
163,19960920_68068.txt,africa,296;357;863;1060;,LOCATION
164,19960921_68588.txt,africa,7;240;,LOCATION
165,19960921_68648.txt,africa,1911;,LOCATION
166,19960922_69115.txt,africa,7;,LOCATION
167,19960923_69633.txt,africa,7;1676;1977;2288;,LOCATION
168,19960925_74897.txt,africa,7;,LOCATION
169,19960925_74917.txt,africa,7;1936;2111;,LOCATION
170,19960925_76700.txt,africa,527;,LOCATION
171,19960926_77859.txt,africa,7;1643;2713;,LOCATION
172,19960926_78037.txt,africa,1608;,LOCATION
173,19960926_78057.txt,africa,7;94;311;552;,LOCATION
174,19960926_78096.txt,africa,7;,LOCATION
175,19960926_79563.txt,africa,1385;,LOCATION
176,19960927_80578.txt,africa,7;,LOCATION
177,19960927_81054.txt,africa,7;,LOCATION
178,19960927_81073.txt,africa,7;,LOCATION
179,19960927_82942.txt,africa,53;136;466;822;848;,LOCATION
180,19960928_83059.txt,africa,7;111;,LOCATION
181,19960928_83178.txt,africa,519;,LOCATION
182,19960928_83338.txt,africa,345;,LOCATION
183,19960929_83531.txt,africa,7;,LOCATION
184,19960929_83731.txt,africa,715;,LOCATION
185,19960930_84188.txt,africa,7;211;,LOCATION
186,19960930_84704.txt,africa,46;1103;1222;1249;,LOCATION
187,19960930_84743.txt,africa,7;,LOCATION
188,19960930_86951.txt,africa,7;,LOCATION
189,19961001_87562.txt,africa,407;,LOCATION
190,19961001_87563.txt,africa,7;34;,LOCATION
191,19961001_87844.txt,africa,640;,LOCATION
192,19961001_87864.txt,africa,756;,LOCATION
193,19961001_87884.txt,africa,874;,LOCATION
194,19961002_90463.txt,africa,7;75;,LOCATION
195,19961002_90544.txt,africa,391;1772;,LOCATION
196,19961002_91862.txt,africa,2840;2916;,LOCATION
197,19961003_93139.txt,africa,7;,LOCATION
198,19961003_95060.txt,africa,7;,LOCATION
199,19961004_95628.txt,africa,7;,LOCATION
200,19961004_96106.txt,africa,7;168;567;686;1528;1704;2011;2206;2601;,LOCATION
201,19961005_97989.txt,africa,7;,LOCATION
202,19961005_98049.txt,africa,7;170;,LOCATION
203,19961005_98069.txt,africa,816;,LOCATION
204,19961006_98497.txt,africa,7;174;786;,LOCATION
205,19961007_101053.txt,africa,370;,LOCATION
206,19961007_101473.txt,africa,4472;,LOCATION
207,19961007_98883.txt,africa,900;,LOCATION
208,19961007_99385.txt,africa,647;,LOCATION
209,19961007_99426.txt,africa,7;,LOCATION
210,19961008_101848.txt,africa,84;153;293;523;586;811;1188;1596;,LOCATION
211,19961008_102028.txt,africa,7;,LOCATION
212,19961008_102048.txt,africa,2649;,LOCATION
213,19961008_102068.txt,africa,638;,LOCATION
214,19961008_102088.txt,africa,7;,LOCATION
215,19961008_103371.txt,africa,3550;,LOCATION
216,19961008_104172.txt,africa,474;614;,LOCATION
217,19961009_104276.txt,africa,7;171;,LOCATION
218,19961009_104736.txt,africa,263;485;687;,LOCATION
219,19961009_104796.txt,africa,46;360;,LOCATION
220,19961009_104816.txt,africa,7;121;254;1296;1837;2025;,LOCATION
221,19961009_106237.txt,africa,173;661;1359;,LOCATION
222,19961010_107656.txt,africa,528;787;903;1178;2064;2234;2490;2734;2768;2965;,LOCATION
223,19961010_107676.txt,africa,7;,LOCATION
224,19961010_107696.txt,africa,7;164;762;1586;2801;,LOCATION
225,19961010_107716.txt,africa,7;492;,LOCATION
226,19961010_109318.txt,africa,929;,LOCATION
227,19961011_110384.txt,africa,49;173;230;,LOCATION
228,19961011_110403.txt,africa,7;,LOCATION
229,19961011_110404.txt,africa,7;90;,LOCATION
230,19961011_110424.txt,africa,7;36;575;1874;,LOCATION
231,19961011_110925.txt,africa,1453;1651;1828;1902;,LOCATION
232,19961011_112317.txt,africa,5103;,LOCATION
233,19961012_112372.txt,africa,394;667;771;2347;2524;,LOCATION
234,19961012_112512.txt,africa,275;,LOCATION
235,19961013_112836.txt,africa,378;,LOCATION
236,19961014_113650.txt,africa,891;,LOCATION
237,19961014_113690.txt,africa,7;,LOCATION
238,19961014_113870.txt,africa,7;,LOCATION
239,19961014_113890.txt,africa,7;890;,LOCATION
240,19961014_113910.txt,africa,1479;,LOCATION
241,19961014_113930.txt,africa,7;,LOCATION
242,19961014_114430.txt,africa,181;647;,LOCATION
243,19961014_114630.txt,africa,5993;,LOCATION
244,19961014_115344.txt,africa,2173;,LOCATION
245,19961014_115825.txt,africa,7;,LOCATION
246,19961015_116326.txt,africa,320;,LOCATION
247,19961015_116366.txt,africa,7;,LOCATION
248,19961015_116566.txt,africa,7;,LOCATION
249,19961015_117506.txt,africa,1087;,LOCATION
250,19961016_119843.txt,africa,7;,LOCATION
251,19961016_119863.txt,africa,1159;1574;,LOCATION
252,19961016_119883.txt,africa,7;97;,LOCATION
253,19961016_119903.txt,africa,7;,LOCATION
254,19961016_120222.txt,africa,1451;,LOCATION
255,19961016_120823.txt,africa,1227;,LOCATION
256,19961016_121705.txt,africa,7;191;1814;,LOCATION
257,19961016_122227.txt,africa,7;,LOCATION
258,19961017_122900.txt,africa,7;,LOCATION
259,19961017_123080.txt,africa,7;,LOCATION
260,19961017_123100.txt,africa,7;36;482;1675;,LOCATION
261,19961018_125636.txt,africa,360;,LOCATION
262,19961018_125676.txt,africa,222;,LOCATION
263,19961018_125716.txt,africa,7;763;1483;1812;2047;2431;2868;2998;,LOCATION
264,19961018_126275.txt,africa,7;198;682;1010;1226;1393;1762;1840;,LOCATION
265,19961018_126295.txt,africa,7;,LOCATION
266,19961018_127597.txt,africa,694;,LOCATION
267,19961021_129479.txt,africa,881;,LOCATION
268,19961021_129559.txt,africa,7;106;1577;,LOCATION
269,19961021_130157.txt,africa,7;,LOCATION
270,19961021_131860.txt,africa,1894;,LOCATION
271,19961022_133062.txt,africa,7;,LOCATION
272,19961022_133082.txt,africa,7;937;,LOCATION
273,19961022_134943.txt,africa,1410;,LOCATION
274,19961022_135024.txt,africa,366;,LOCATION
275,19961023_135756.txt,africa,7;,LOCATION
276,19961023_136354.txt,africa,7;93;960;,LOCATION
277,19961023_136375.txt,africa,7;146;,LOCATION
278,19961023_136395.txt,africa,7;,LOCATION
279,19961023_136415.txt,africa,7;,LOCATION
280,19961023_136736.txt,africa,2746;2921;,LOCATION
281,19961023_138939.txt,africa,2756;,LOCATION
282,19961024_139073.txt,africa,7;,LOCATION
283,19961024_139672.txt,africa,1879;,LOCATION
284,19961024_139813.txt,africa,7;49;136;1791;,LOCATION
285,19961024_141393.txt,africa,487;,LOCATION
286,19961025_142523.txt,africa,22;98;282;438;810;1040;1397;,LOCATION
287,19961025_142603.txt,africa,138;,LOCATION
288,19961025_143120.txt,africa,7;,LOCATION
289,19961025_143140.txt,africa,1097;,LOCATION
290,19961025_143160.txt,africa,7;1364;3657;,LOCATION
291,19961025_143180.txt,africa,7;1511;,LOCATION
292,19961026_145669.txt,africa,434;,LOCATION
293,19961027_145952.txt,africa,620;,LOCATION
294,19961027_146312.txt,africa,1601;,LOCATION
295,19961028_146576.txt,africa,357;,LOCATION
296,19961028_147135.txt,africa,7;118;,LOCATION
297,19961028_147155.txt,africa,7;1410;,LOCATION
298,19961028_147175.txt,africa,1455;1510;1820;,LOCATION
299,19961028_148237.txt,africa,5349;,LOCATION
300,19961028_148377.txt,africa,36;380;803;852;1381;1793;1928;1951;2163;2276;,LOCATION
301,19961029_149354.txt,africa,46;134;,LOCATION
302,19961029_149374.txt,africa,7;1070;,LOCATION
303,19961029_149394.txt,africa,294;,LOCATION
304,19961029_149414.txt,africa,7;,LOCATION
305,19961030_152778.txt,africa,7;,LOCATION
306,19961030_152978.txt,africa,1517;,LOCATION
307,19961030_152998.txt,africa,7;173;1465;,LOCATION
308,19961030_153018.txt,africa,7;119;637;1167;1695;,LOCATION
309,19961030_154820.txt,africa,1686;,LOCATION
310,19961030_155321.txt,africa,741;1223;,LOCATION
311,19961031_156028.txt,africa,7;,LOCATION
312,19961031_156268.txt,africa,153;517;2775;,LOCATION
313,19961031_157770.txt,africa,1505;,LOCATION
314,19961031_158809.txt,africa,907;,LOCATION
315,19961101_159407.txt,africa,7;127;,LOCATION
316,19961101_159467.txt,africa,7;94;,LOCATION
317,19961101_159647.txt,africa,664;1941;3348;3584;,LOCATION
318,19961101_159667.txt,africa,7;230;,LOCATION
319,19961101_159687.txt,africa,7;,LOCATION
320,19961101_160088.txt,africa,2382;,LOCATION
321,19961103_162069.txt,africa,7;,LOCATION
322,19961103_162249.txt,africa,203;666;,LOCATION
323,19961104_163009.txt,africa,7;,LOCATION
324,19961104_163069.txt,africa,7;34;,LOCATION
325,19961104_163269.txt,africa,132;,LOCATION
326,19961104_164629.txt,africa,286;,LOCATION
327,19961105_165717.txt,africa,209;,LOCATION
328,19961105_165757.txt,africa,7;787;,LOCATION
329,19961105_165957.txt,africa,7;118;602;,LOCATION
330,19961105_165977.txt,africa,727;,LOCATION
331,19961105_167739.txt,africa,3418;3563;3781;,LOCATION
332,19961105_168441.txt,africa,7;455;745;977;,LOCATION
333,19961105_168462.txt,africa,7;684;742;,LOCATION
334,19961106_168977.txt,africa,7;,LOCATION
335,19961106_169178.txt,africa,1332;,LOCATION
336,19961106_169198.txt,africa,745;,LOCATION
337,19961106_169218.txt,africa,7;505;597;,LOCATION
338,19961106_169238.txt,africa,1607;,LOCATION
339,19961106_170078.txt,africa,2723;,LOCATION
340,19961106_171019.txt,africa,1988;,LOCATION
341,19961107_172038.txt,africa,741;1043;,LOCATION
342,19961107_172258.txt,africa,2286;,LOCATION
343,19961107_172278.txt,africa,7;1213;,LOCATION
344,19961107_172298.txt,africa,7;106;,LOCATION
345,19961107_172338.txt,africa,7;,LOCATION
346,19961107_174100.txt,africa,1018;1467;,LOCATION
347,19961108_175783.txt,africa,7;888;1307;1693;,LOCATION
348,19961108_175784.txt,africa,7;,LOCATION
349,19961108_175804.txt,africa,312;,LOCATION
350,19961108_176144.txt,africa,1606;,LOCATION
351,19961108_177325.txt,africa,433;,LOCATION
352,19961108_177706.txt,africa,357;,LOCATION
353,19961109_177776.txt,africa,1695;,LOCATION
354,19961109_177796.txt,africa,7;417;619;2108;,LOCATION
355,19961109_177936.txt,africa,219;803;,LOCATION
356,19961109_178116.txt,africa,1970;,LOCATION
357,19961109_178216.txt,africa,7;47;188;560;718;1005;1367;1488;,LOCATION
358,19961109_178256.txt,africa,7;,LOCATION
359,19961110_178618.txt,africa,823;1825;,LOCATION
360,19961110_178798.txt,africa,126;,LOCATION
361,19961111_179736.txt,africa,7;21;186;377;652;928;991;1563;,LOCATION
362,19961111_179776.txt,africa,7;,LOCATION
363,19961111_179816.txt,africa,7;34;,LOCATION
364,19961111_180397.txt,africa,2567;2720;3432;,LOCATION
365,19961111_180617.txt,africa,67;738;883;,LOCATION
366,19961112_182019.txt,africa,968;2325;,LOCATION
367,19961112_182479.txt,africa,595;,LOCATION
368,19961112_182539.txt,africa,1007;,LOCATION
369,19961112_183680.txt,africa,1614;,LOCATION
370,19961112_184260.txt,africa,657;,LOCATION
371,19961113_185464.txt,africa,88;,LOCATION
372,19961113_185764.txt,africa,2918;,LOCATION
373,19961113_185784.txt,africa,284;683;864;,LOCATION
374,19961113_186625.txt,africa,723;2009;,LOCATION
375,19961113_186765.txt,africa,49;155;623;,LOCATION
376,19961113_187805.txt,africa,804;,LOCATION
377,19961119_200833.txt,africa,1021;,LOCATION
378,19961125_215006.txt,africa,4116;,LOCATION
379,19961209_242880.txt,africa,7;,LOCATION
380,19961227_277669.txt,africa,7;,LOCATION
381,19970210_366558.txt,africa,7;96;750;,LOCATION
382,19970224_399555.txt,africa,1153;,LOCATION
383,19970226_403842.txt,africa,7;,LOCATION
384,19970304_417225.txt,africa,7;,LOCATION
385,19970407_490646.txt,africa,7;,LOCATION
386,19970415_508814.txt,africa,7;,LOCATION
387,19970422_527979.txt,africa,644;980;1326;,LOCATION
388,19970430_550370.txt,africa,1098;,LOCATION
389,19970504_558419.txt,africa,933;,LOCATION
390,19970506_564365.txt,africa,7;84;,LOCATION
391,19970528_621726.txt,africa,3270;,LOCATION
392,19970608_645536.txt,africa,846;,LOCATION
393,19970609_646551.txt,africa,7;111;,LOCATION
394,19970611_652619.txt,africa,7;25;96;427;705;983;1073;1810;2742;,LOCATION
395,19970707_709816.txt,africa,7;92;,LOCATION
396,19970721_742374.txt,africa,7;96;852;1637;2001;,LOCATION
397,19960823_11736.txt,akron,239;,LOCATION
398,19960821_6328.txt,alabama,33;217;,LOCATION
399,19960826_14953.txt,alabama,31;128;515;,LOCATION
400,19960904_32078.txt,alabama,16;51;,LOCATION
401,19960906_37537.txt,alabama,6;78;,LOCATION
402,19960909_41896.txt,alabama,220;,LOCATION
403,19960912_50291.txt,alabama,802;,LOCATION
404,19960913_53354.txt,alabama,6;151;,LOCATION
405,19961002_90128.txt,alabama,349;,LOCATION
406,19961007_99889.txt,alabama,54;,LOCATION
407,19961009_104776.txt,alabama,1599;,LOCATION
408,19961009_105356.txt,alabama,1582;,LOCATION
409,19961011_111577.txt,alabama,54;,LOCATION
410,19961015_116166.txt,alabama,970;,LOCATION
411,19961015_117106.txt,alabama,938;,LOCATION
412,19961016_119224.txt,alabama,6;,LOCATION
413,19961024_140693.txt,alabama,1681;,LOCATION
414,19961029_150514.txt,alabama,54;,LOCATION
415,19961106_170758.txt,alabama,743;,LOCATION
416,19961108_176965.txt,alabama,1006;,LOCATION
417,19960821_5828.txt,alaska,25;84;593;,LOCATION
418,19960827_17191.txt,alaska,6;67;89;599;1004;,LOCATION
419,19960828_18453.txt,alaska,202;,LOCATION
420,19960828_19999.txt,alaska,67;247;467;,LOCATION
421,19960911_45377.txt,alaska,38;57;,LOCATION
422,19960912_48312.txt,alaska,847;,LOCATION
423,19960920_68048.txt,alaska,4533;4665;,LOCATION
424,19960927_80874.txt,alaska,355;,LOCATION
425,19960930_84645.txt,alaska,276;,LOCATION
426,19961001_87086.txt,alaska,1765;2043;,LOCATION
427,19961005_98229.txt,alaska,235;,LOCATION
428,19961007_100375.txt,alaska,167;944;1494;1657;2047;,LOCATION
429,19961007_99889.txt,alaska,62;,LOCATION
430,19961009_104436.txt,alaska,66;94;505;,LOCATION
431,19961011_111577.txt,alaska,62;,LOCATION
432,19961011_111657.txt,alaska,62;183;2542;2944;,LOCATION
433,19961017_123400.txt,alaska,310;,LOCATION
434,19961022_133743.txt,alaska,311;,LOCATION
435,19961024_141213.txt,alaska,6;61;,LOCATION
436,19961029_150514.txt,alaska,360;,LOCATION
437,19961030_154640.txt,alaska,6;193;2145;,LOCATION
438,19961106_168618.txt,alaska,2660;,LOCATION
439,19961106_170758.txt,alaska,773;,LOCATION
440,19961108_175644.txt,alaska,869;,LOCATION
441,19961113_187685.txt,alaska,14;71;491;592;,LOCATION
442,19970329_475276.txt,alaska,1677;,LOCATION
443,19970410_501044.txt,alaska,1190;,LOCATION
444,19960822_9731.txt,albania,768;,LOCATION
445,19960828_20199.txt,albania,3015;,LOCATION
446,19960903_29311.txt,albania,1;657;1097;,LOCATION
447,19960910_42848.txt,albania,12735;26975;43983;,LOCATION
448,19960911_46032.txt,albania,1;25;437;859;,LOCATION
449,19960912_48394.txt,albania,2609;,LOCATION
450,19960916_55452.txt,albania,1;10;402;961;,LOCATION
451,19960917_58108.txt,albania,1;25;558;1673;,LOCATION
452,19961002_90761.txt,albania,1;10;77;,LOCATION
453,19961016_120043.txt,albania,1076;1300;,LOCATION
454,19961017_123300.txt,albania,1;25;731;891;1447;2013;,LOCATION
455,19961031_156448.txt,albania,1;25;620;838;967;1698;1918;1953;,LOCATION
456,19961105_166157.txt,albania,1;27;109;470;617;,LOCATION
457,19961106_169418.txt,albania,1;,LOCATION
458,19961106_170478.txt,albania,731;,LOCATION
459,19961107_172098.txt,albania,1842;2048;,LOCATION
460,19961107_172358.txt,albania,1;112;,LOCATION
461,19961107_172478.txt,albania,1;1104;1236;1505;,LOCATION
462,19970312_435567.txt,albania,676;,LOCATION
463,19970708_712861.txt,albania,20;103;882;1424;1574;,LOCATION
464,19970719_741018.txt,albania,1;27;,LOCATION
465,19960827_16229.txt,alberta,890;,LOCATION
466,19960830_24966.txt,alberta,9;81;134;,LOCATION
467,19960831_26140.txt,alberta,2826;,LOCATION
468,19960903_30286.txt,alberta,196;,LOCATION
469,19960906_36800.txt,alberta,355;,LOCATION
470,19960910_43364.txt,alberta,66;,LOCATION
471,19960917_57890.txt,alberta,9;75;,LOCATION
472,19960920_67401.txt,alberta,1946;2079;,LOCATION
473,19960923_69673.txt,alberta,355;,LOCATION
474,19960924_72384.txt,alberta,9;81;350;,LOCATION
475,19960926_77500.txt,alberta,1611;,LOCATION
476,19960930_84665.txt,alberta,249;510;790;,LOCATION
477,19960930_85682.txt,alberta,355;,LOCATION
478,19961001_87825.txt,alberta,809;914;,LOCATION
479,19961002_90603.txt,alberta,321;496;,LOCATION
480,19961003_93280.txt,alberta,309;494;600;,LOCATION
481,19961004_96066.txt,alberta,9;79;,LOCATION
482,19961015_116526.txt,alberta,162;,LOCATION
483,19961016_119803.txt,alberta,997;,LOCATION
484,19961017_124282.txt,alberta,50;,LOCATION
485,19961022_133022.txt,alberta,9;62;191;517;612;731;864;,LOCATION
486,19961023_136334.txt,alberta,1093;,LOCATION
487,19961028_147095.txt,alberta,561;,LOCATION
488,19961029_149934.txt,alberta,167;,LOCATION
489,19961029_151015.txt,alberta,137;908;,LOCATION
490,19961030_153618.txt,alberta,2167;2324;,LOCATION
491,19961103_162429.txt,alberta,1410;,LOCATION
492,19961105_165917.txt,alberta,9;68;157;305;572;614;797;1167;,LOCATION
493,19961108_175724.txt,alberta,1121;,LOCATION
494,19961111_179156.txt,alberta,1594;1713;,LOCATION
495,19970619_672267.txt,alberta,131;,LOCATION
496,19961013_113196.txt,albuquerque,700;,LOCATION
497,19961018_126835.txt,albuquerque,6;144;,LOCATION
498,19961019_128709.txt,albuquerque,1433;,LOCATION
499,19961028_146975.txt,albuquerque,69;,LOCATION
500,19960822_8450.txt,algeria,308;762;1335;1538;1844;1981;2799;,LOCATION
501,19960828_19612.txt,algeria,2033;,LOCATION
502,19960903_30971.txt,algeria,24;,LOCATION
503,19960905_36073.txt,algeria,4526;,LOCATION
504,19960905_36115.txt,algeria,1731;2067;,LOCATION
505,19960906_36859.txt,algeria,351;,LOCATION
506,19960908_39909.txt,algeria,9;73;256;386;,LOCATION
507,19960909_42036.txt,algeria,78;,LOCATION
508,19960910_42848.txt,algeria,30234;,LOCATION
509,19960914_54186.txt,algeria,22;74;,LOCATION
510,19960915_54727.txt,algeria,3141;,LOCATION
511,19960916_56069.txt,algeria,9;77;881;1619;1990;2275;2591;,LOCATION
